name,avg_speed,resetwalkbalance,home_range,distanceToPark,proximity,totaldistance,totalweekbalance,weekGreenminutes
older_adult0,1.46,24.0,1051.2,1501.8126194844115,0,13236.115347575073,168,0.0
older_adult1,1.53,18.0,826.2,1501.8126194844115,0,9726.79249742425,126,0.0
older_adult2,1.53,36.0,1652.4,823.9220222271194,2,20946.299145297267,252,145.59542419369248
older_adult3,1.46,36.0,1576.8,1073.2006731506199,1,19999.322968956705,252,124.41058514694231
older_adult4,1.46,24.0,1051.2,823.9220222271194,0,14255.343235017821,168,0.0
older_adult0,1.46,24.0,1051.2,1501.8126194844115,0,13721.663247976248,168,0.0
older_adult1,1.53,18.0,826.2,1501.8126194844115,0,9733.889207645347,126,0.0
older_adult2,1.53,36.0,1652.4,823.9220222271194,2,20909.58763788564,252,146.7169503903058
older_adult3,1.46,36.0,1576.8,1073.2006731506199,2,21032.0279347387,252,195.58533445845282
older_adult4,1.46,24.0,1051.2,823.9220222271194,0,14234.358734068941,168,0.0
