name,avg_speed,resetwalkbalance,home_range,distanceToPark,proximity,totaldistance,totalweekbalance,weekGreenminutes
older_adult0,1.46,24.0,1051.2,1501.8126194844115,0,13866.995425071324,168,0.0
older_adult1,1.53,18.0,826.2,1501.8126194844115,0,9994.266378232478,126,0.0
older_adult2,1.53,36.0,1652.4,823.9220222271194,1,20977.64837639371,252,145.26212570287743
older_adult3,1.46,36.0,1576.8,1073.2006731506199,2,19735.534796458254,252,111.665880257448
older_adult4,1.46,24.0,1051.2,823.9220222271194,0,12823.812139814854,168,0.0
older_adult0,1.46,24.0,1051.2,1501.8126194844115,0,13764.884496007911,168,0.0
older_adult1,1.53,18.0,826.2,1501.8126194844115,0,9343.78881543515,126,0.0
older_adult2,1.53,36.0,1652.4,823.9220222271194,1,20977.64837639371,252,145.26212570287743
older_adult3,1.46,36.0,1576.8,1073.2006731506199,0,19771.394029673324,252,0.0
older_adult4,1.46,24.0,1051.2,823.9220222271194,0,12449.764133746496,168,0.0
